Word,Result,,,,,,
Chain Pickerel,NOT IN VOCAB,,,,,,
Chameleon,NOT IN VOCAB,,,,,,
Chamois,NOT IN VOCAB,,,,,,
Chartreux,NOT IN VOCAB,,,,,,
Cheagle,NOT IN VOCAB,,,,,,
Checkered Garter Snake,NOT IN VOCAB,,,,,,
Cheetah,NOT IN VOCAB,,,,,,
Chesapeake Bay Retriever,NOT IN VOCAB,,,,,,
Chestnut-Sided Warbler,NOT IN VOCAB,,,,,,
Chi Chi,NOT IN VOCAB,,,,,,
Chickadee,NOT IN VOCAB,,,,,,
Chicken,NOT IN VOCAB,,,,,,
Chicken Snake,NOT IN VOCAB,,,,,,
Chigger,NOT IN VOCAB,,,,,,
Chihuahua,NOT IN VOCAB,,,,,,
Chihuahua Mix,NOT IN VOCAB,,,,,,
Childrens python,NOT IN VOCAB,,,,,,
Chilean Recluse Spider,NOT IN VOCAB,,,,,,
Chilean Rose Tarantula,NOT IN VOCAB,,,,,,
Chilesaurus,NOT IN VOCAB,,,,,,
Chimaera,NOT IN VOCAB,,,,,,
Chimpanzee,NOT IN VOCAB,,,,,,
Chinchilla,NOT IN VOCAB,,,,,,
Chinese Alligator,NOT IN VOCAB,,,,,,
Chinese Cobra,NOT IN VOCAB,,,,,,
Chinese Crested Dog,NOT IN VOCAB,,,,,,
Chinese Geese,NOT IN VOCAB,,,,,,
Chinese Paddlefish,NOT IN VOCAB,,,,,,
Chinese Shar-Pei,NOT IN VOCAB,,,,,,
Chinese Water Deer,NOT IN VOCAB,,,,,,
Chinook,NOT IN VOCAB,,,,,,
Chinook Salmon,NOT IN VOCAB,,,,,,
Chinstrap Penguin,NOT IN VOCAB,,,,,,
Chipit,NOT IN VOCAB,,,,,,
Chipmunk,NOT IN VOCAB,,,,,,
Chipoo,NOT IN VOCAB,,,,,,
Chipping Sparrow,NOT IN VOCAB,,,,,,
Chiton,NOT IN VOCAB,,,,,,
Chiweenie,NOT IN VOCAB,,,,,,
Chorkie,NOT IN VOCAB,,,,,,
Chow Chow,NOT IN VOCAB,,,,,,
Chow Pom,NOT IN VOCAB,,,,,,
Chow Shepherd,NOT IN VOCAB,,,,,,
Christmas Beetle,NOT IN VOCAB,,,,,,
Christmas Island Red Crab,NOT IN VOCAB,,,,,,
Chromodoris Willani,NOT IN VOCAB,,,,,,
Chusky,NOT IN VOCAB,,,,,,
Cicada,NOT IN VOCAB,,,,,,
Cichlid,NOT IN VOCAB,,,,,,
Cinereous Vulture,NOT IN VOCAB,,,,,,
Cinnamon Ball Python,NOT IN VOCAB,,,,,,
Cinnamon Bear,NOT IN VOCAB,,,,,,
Cinnamon Ferret,NOT IN VOCAB,,,,,,
Clarks Grebe,NOT IN VOCAB,,,,,,
Clearnose Skate,NOT IN VOCAB,,,,,,
Click Beetle,NOT IN VOCAB,,,,,,
Clock Spider,NOT IN VOCAB,,,,,,
Clothes Moth,NOT IN VOCAB,,,,,,
Clouded Leopard,NOT IN VOCAB,,,,,,
Clownfish,NOT IN VOCAB,,,,,,
Clumber Spaniel,NOT IN VOCAB,,,,,,
Coachwhip Snake,NOT IN VOCAB,,,,,,
Coastal Taipan,NOT IN VOCAB,,,,,,
Coati,NOT IN VOCAB,,,,,,
Cobalt Blue Tarantula,NOT IN VOCAB,,,,,,
Cobia Fish,NOT IN VOCAB,,,,,,
Cobras,NOT IN VOCAB,,,,,,
Cochin Chicken,NOT IN VOCAB,,,,,,
Cockalier,NOT IN VOCAB,,,,,,
Cockapoo,NOT IN VOCAB,,,,,,
Cockatiel,NOT IN VOCAB,,,,,,
Cockatoo,NOT IN VOCAB,,,,,,
Cocker Spaniel,NOT IN VOCAB,,,,,,
Cockle,NOT IN VOCAB,,,,,,
Cockroach,NOT IN VOCAB,,,,,,
Coconut Crab ,NOT IN VOCAB,,,,,,
Codfish,NOT IN VOCAB,,,,,,
Codling Moth,NOT IN VOCAB,,,,,,
Coelacanth,NOT IN VOCAB,,,,,,
Collared Peccary,NOT IN VOCAB,,,,,,
Colletts Snake,NOT IN VOCAB,,,,,,
Collie,NOT IN VOCAB,,,,,,
Collie Mix,NOT IN VOCAB,,,,,,
Colossal Squid,NOT IN VOCAB,,,,,,
Comb Jellyfish,NOT IN VOCAB,,,,,,
Comb-crested Jacana,NOT IN VOCAB,,,,,,
Comet Moth,NOT IN VOCAB,,,,,,
Comfort Retriever,NOT IN VOCAB,,,,,,
Common Buzzard,NOT IN VOCAB,,,,,,
Common Carp,NOT IN VOCAB,,,,,,
Common European Adder,NOT IN VOCAB,,,,,,
Common Frog,NOT IN VOCAB,,,,,,
Common Furniture Beetle,NOT IN VOCAB,,,,,,
Common Goldeneye,NOT IN VOCAB,,,,,,
Common Grackle,NOT IN VOCAB,,,,,,
Common Green Magpie,NOT IN VOCAB,,,,,,
Common House Spider,NOT IN VOCAB,,,,,,
Common Loon,NOT IN VOCAB,,,,,,
Common Raven,NOT IN VOCAB,,,,,,
Common Spotted Cuscus,NOT IN VOCAB,,,,,,
Common Toad,NOT IN VOCAB,,,,,,
Common Yellowthroat,NOT IN VOCAB,,,,,,
Compsognathus,NOT IN VOCAB,,,,,,
Cone Snail,NOT IN VOCAB,,,,,,
Conger Eel,NOT IN VOCAB,,,,,,
Congo Snake,NOT IN VOCAB,,,,,,
Conure,NOT IN VOCAB,,,,,,
Cookiecutter Shark,NOT IN VOCAB,,,,,,
Coopers Hawk,NOT IN VOCAB,,,,,,
Copperhead,NOT IN VOCAB,,,,,,
Coral,NOT IN VOCAB,,,,,,
Coral Snake,NOT IN VOCAB,,,,,,
Corella,NOT IN VOCAB,,,,,,
Corgidor,NOT IN VOCAB,,,,,,
Corgipoo,NOT IN VOCAB,,,,,,
Corkie,NOT IN VOCAB,,,,,,
Corman Shepherd,NOT IN VOCAB,,,,,,
Cormorant,NOT IN VOCAB,,,,,,
Corn Earworm,NOT IN VOCAB,,,,,,
Corn Rex Cat (Cornish Rex),NOT IN VOCAB,,,,,,
Corn Snake,NOT IN VOCAB,,,,,,
Cory Catfish,NOT IN VOCAB,,,,,,
Coryphodon,NOT IN VOCAB,,,,,,
Costas Hummingbird,NOT IN VOCAB,,,,,,
Coton de Tulear,NOT IN VOCAB,,,,,,
Cotton-top Tamarin,NOT IN VOCAB,,,,,,
Cottonmouth,NOT IN VOCAB,,,,,,
Coues Deer,NOT IN VOCAB,,,,,,
Cougar,NOT IN VOCAB,,,,,,
Cow,NOT IN VOCAB,,,,,,
Cow Reticulated Python,NOT IN VOCAB,,,,,,
Coyote,NOT IN VOCAB,,,,,,
Crab,NOT IN VOCAB,,,,,,
Crab Spider,NOT IN VOCAB,,,,,,
Crab-Eating Fox,NOT IN VOCAB,,,,,,
Crab-Eating Macaque,NOT IN VOCAB,,,,,,
Crabeater Seal,NOT IN VOCAB,,,,,,
Crane,NOT IN VOCAB,,,,,,
Crappie Fish,NOT IN VOCAB,,,,,,
Crayfish,NOT IN VOCAB,,,,,,
Crested Gecko,NOT IN VOCAB,,,,,,
Crested Penguin,NOT IN VOCAB,,,,,,
Cricket,NOT IN VOCAB,,,,,,
Croatian Sheepdog,NOT IN VOCAB,,,,,,
Crocodile,NOT IN VOCAB,,,,,,
Crocodile Monitor,NOT IN VOCAB,,,,,,
Crocodile Shark,NOT IN VOCAB,,,,,,
Crocodylomorph,NOT IN VOCAB,,,,,,
Cross Fox,NOT IN VOCAB,,,,,,
Cross River Gorilla,NOT IN VOCAB,,,,,,
Crow,NOT IN VOCAB,,,,,,
Crucian Carp,NOT IN VOCAB,,,,,,
Cryolophosaurus,NOT IN VOCAB,,,,,,
Cuban Boa,NOT IN VOCAB,,,,,,
Cuban Cockroach,NOT IN VOCAB,,,,,,
Cubera Snapper,NOT IN VOCAB,,,,,,
Cuckoo,NOT IN VOCAB,,,,,,
Cucumber Beetle,NOT IN VOCAB,,,,,,
Curly Coated Retriever,NOT IN VOCAB,,,,,,
Curly Hair Tarantula,NOT IN VOCAB,,,,,,
Cuttlefish,NOT IN VOCAB,,,,,,
Czechoslovakian Wolfdog,NOT IN VOCAB,,,,,,
Dachsador,NOT IN VOCAB,,,,,,
Dachshund,NOT IN VOCAB,,,,,,
Dachshund Mix,NOT IN VOCAB,,,,,,
Daeodon,NOT IN VOCAB,,,,,,
Dalmadoodle,NOT IN VOCAB,,,,,,
Dalmador,NOT IN VOCAB,,,,,,
Dalmatian,NOT IN VOCAB,,,,,,
Dalmatian Mix,NOT IN VOCAB,,,,,,
Damselfish,NOT IN VOCAB,,,,,,
Dandie Dinmont Terrier,NOT IN VOCAB,,,,,,
Daniff,NOT IN VOCAB,,,,,,
Danios,NOT IN VOCAB,,,,,,
Danish Swedish Farmdog,NOT IN VOCAB,,,,,,
Dapple Dachshund,NOT IN VOCAB,,,,,,
Dark-Eyed Junco,NOT IN VOCAB,,,,,,
Dark-Eyed Junco,NOT IN VOCAB,,,,,,
Darkling Beetle,NOT IN VOCAB,,,,,,
Darwins fox,NOT IN VOCAB,,,,,,
Darwins Frog,NOT IN VOCAB,,,,,,
Daug,NOT IN VOCAB,,,,,,
De Brazzas Monkey,NOT IN VOCAB,,,,,,
De Kays Brown Snake,NOT IN VOCAB,,,,,,
Death Adder,NOT IN VOCAB,,,,,,
Deaths Head Cockroach,NOT IN VOCAB,,,,,,
Deathwatch Beetle,NOT IN VOCAB,,,,,,
Decorator Crab,NOT IN VOCAB,,,,,,
Deer,NOT IN VOCAB,,,,,,
Deer Head Chihuahua,NOT IN VOCAB,,,,,,
Deer Mouse,NOT IN VOCAB,,,,,,
Deer Tick,NOT IN VOCAB,,,,,,
Deinocheirus,NOT IN VOCAB,,,,,,
Deinosuchus,NOT IN VOCAB,,,,,,
Desert Ghost Ball Python,NOT IN VOCAB,,,,,,
Desert Kingsnake,NOT IN VOCAB,,,,,,
Desert Locust,NOT IN VOCAB,,,,,,
Desert Rain Frog,NOT IN VOCAB,,,,,,
Desert Tortoise,NOT IN VOCAB,,,,,,
Desert Wolf,NOT IN VOCAB,,,,,,
Desmostylus,NOT IN VOCAB,,,,,,
Deutsche Bracke,NOT IN VOCAB,,,,,,
Devils Coach Horse Beetle,NOT IN VOCAB,,,,,,
Devon Rex,NOT IN VOCAB,,,,,,
Dhole,NOT IN VOCAB,,,,,,
Diamond Python,NOT IN VOCAB,,,,,,
Diamondback Moth,NOT IN VOCAB,,,,,,
Dickcissel,NOT IN VOCAB,,,,,,
Dickinsonia,NOT IN VOCAB,,,,,,
Dik-Dik,NOT IN VOCAB,,,,,,
Dilophosaurus,NOT IN VOCAB,,,,,,
Dimetrodon,NOT IN VOCAB,,,,,,
Diminutive Woodrat,NOT IN VOCAB,,,,,,
Dingo,NOT IN VOCAB,,,,,,
Dinocrocuta,NOT IN VOCAB,,,,,,
Dinofelis,NOT IN VOCAB,,,,,,
Dinopithecus,NOT IN VOCAB,,,,,,
Dinosaur Shrimp,NOT IN VOCAB,,,,,,
Dinosaurs,NOT IN VOCAB,,,,,,
Diplodocus,NOT IN VOCAB,,,,,,
Diprotodon,NOT IN VOCAB,,,,,,
Dire Wolf,NOT IN VOCAB,,,,,,
Disco Clam,NOT IN VOCAB,,,,,,
Discus,NOT IN VOCAB,,,,,,
Diving Bell Spider (Water Spider),NOT IN VOCAB,,,,,,
Diving Duck,NOT IN VOCAB,,,,,,
Doberman Pinscher,NOT IN VOCAB,,,,,,
Dobsonfly,NOT IN VOCAB,,,,,,
Dodo,NOT IN VOCAB,,,,,,
Doedicurus,NOT IN VOCAB,,,,,,
Dog,NOT IN VOCAB,,,,,,
Dog Tick,NOT IN VOCAB,,,,,,
Dogo Argentino,NOT IN VOCAB,,,,,,
Dogue De Bordeaux,NOT IN VOCAB,,,,,,
Dolphin,NOT IN VOCAB,,,,,,
Donkey,NOT IN VOCAB,,,,,,
Dorgi,NOT IN VOCAB,,,,,,
Dorkie,NOT IN VOCAB,,,,,,
Dorking Chicken,NOT IN VOCAB,,,,,,
Dormouse,NOT IN VOCAB,,,,,,
Double Doodle,NOT IN VOCAB,,,,,,
Douc,NOT IN VOCAB,,,,,,
Downy Woodpecker,NOT IN VOCAB,,,,,,
Doxiepoo,NOT IN VOCAB,,,,,,
Doxle,NOT IN VOCAB,,,,,,
Draco Volans Lizard,NOT IN VOCAB,,,,,,
Dragon Eel,NOT IN VOCAB,,,,,,
"Dragon Snake (Javan Tubercle Snake, Javan Mudsnake)",NOT IN VOCAB,,,,,,
Dragonfish,NOT IN VOCAB,,,,,,
Dragonfly,NOT IN VOCAB,,,,,,
Dreadnoughtus,NOT IN VOCAB,,,,,,
Drever,NOT IN VOCAB,,,,,,
Dried Fruit Moth,NOT IN VOCAB,,,,,,
Dromornis stirtoni,NOT IN VOCAB,,,,,,
Drum Fish,NOT IN VOCAB,,,,,,
Dubia Cockroach,NOT IN VOCAB,,,,,,
Duck,NOT IN VOCAB,,,,,,
Dugong,NOT IN VOCAB,,,,,,
Dumerils Boa,NOT IN VOCAB,,,,,,
Dung Beetle,NOT IN VOCAB,,,,,,
Dungeness Crab,NOT IN VOCAB,,,,,,
Dunker,NOT IN VOCAB,,,,,,
Dunkleosteus,NOT IN VOCAB,,,,,,
Dunnock,NOT IN VOCAB,,,,,,
Dusky Dolphin,NOT IN VOCAB,,,,,,
Dusky Shark,NOT IN VOCAB,,,,,,
Dutch Rabbit,NOT IN VOCAB,,,,,,
Dutch Shepherd,NOT IN VOCAB,,,,,,
Dwarf Boa,NOT IN VOCAB,,,,,,
Dwarf Crocodile,NOT IN VOCAB,,,,,,
Dwarf Gourami,NOT IN VOCAB,,,,,,
Dwarf Hamster,NOT IN VOCAB,,,,,,
Eagle,NOT IN VOCAB,,,,,,
Eagle Ray,NOT IN VOCAB,,,,,,
Eared Grebe,NOT IN VOCAB,,,,,,
Earless Monitor Lizard,NOT IN VOCAB,,,,,,
Earthworm,NOT IN VOCAB,,,,,,
Earwig,NOT IN VOCAB,,,,,,
East Siberian Laika,NOT IN VOCAB,,,,,,
Eastern Barred Bandicoot,NOT IN VOCAB,,,,,,
Eastern Bluebird,NOT IN VOCAB,,,,,,
Eastern Box Turtle,NOT IN VOCAB,,,,,,
Eastern Brown Snake,NOT IN VOCAB,,,,,,
Eastern Chipmunk,NOT IN VOCAB,,,,,,
Eastern Coral Snake,NOT IN VOCAB,,,,,,
Eastern Cottontail,NOT IN VOCAB,,,,,,
Eastern Diamondback Rattlesnake,NOT IN VOCAB,,,,,,
Eastern Dobsonfly,NOT IN VOCAB,,,,,,
Eastern Fence Lizard,NOT IN VOCAB,,,,,,
Eastern Glass Lizard,NOT IN VOCAB,,,,,,
Eastern Gorilla,NOT IN VOCAB,,,,,,
Eastern Gray Squirrel,NOT IN VOCAB,,,,,,
Eastern Green Mamba,NOT IN VOCAB,,,,,,
Eastern Hognose Snake,NOT IN VOCAB,,,,,,
Eastern Indigo Snake,NOT IN VOCAB,,,,,,
Eastern Kingbird,NOT IN VOCAB,,,,,,
Eastern Lowland Gorilla,NOT IN VOCAB,,,,,,
Eastern Meadowlark,NOT IN VOCAB,,,,,,
Eastern Phoebe,NOT IN VOCAB,,,,,,
Eastern Racer,NOT IN VOCAB,,,,,,
Eastern Rat Snake,NOT IN VOCAB,,,,,,
Eastern Tiger Snake,NOT IN VOCAB,,,,,,
Eastern Turkey (Wild Turkey),NOT IN VOCAB,,,,,,
Eastern Woodrat,NOT IN VOCAB,,,,,,
Echidna,NOT IN VOCAB,,,,,,
Eclectus Parrot,NOT IN VOCAB,,,,,,
Edible Frog,NOT IN VOCAB,,,,,,
Eel,NOT IN VOCAB,,,,,,
Eel catfish,NOT IN VOCAB,,,,,,
Eelpout,NOT IN VOCAB,,,,,,
Egret,NOT IN VOCAB,,,,,,
Egyptian Cobra (Egyptian Asp),NOT IN VOCAB,,,,,,
Egyptian Goose,NOT IN VOCAB,,,,,,
Egyptian Mau,NOT IN VOCAB,,,,,,
Egyptian Tortoise,NOT IN VOCAB,,,,,,
Egyptian Vulture,NOT IN VOCAB,,,,,,
Eider,NOT IN VOCAB,,,,,,
Eland,NOT IN VOCAB,,,,,,
Elasmosaurus,NOT IN VOCAB,,,,,,
Elasmotherium,NOT IN VOCAB,,,,,,
Electric Catfish,NOT IN VOCAB,,,,,,
Electric Eel,NOT IN VOCAB,,,,,,
Elegant Tern,NOT IN VOCAB,,,,,,
Elephant,NOT IN VOCAB,,,,,,
Elephant Beetle,NOT IN VOCAB,,,,,,
Elephant Bird,NOT IN VOCAB,,,,,,
Elephant Fish,NOT IN VOCAB,,,,,,
Elephant Seal,NOT IN VOCAB,,,,,,
Elephant Shrew,NOT IN VOCAB,,,,,,
Elf Owl,NOT IN VOCAB,,,,,,
Elk,NOT IN VOCAB,,,,,,
Ember Tetra,NOT IN VOCAB,,,,,,
Embolotherium,NOT IN VOCAB,,,,,,
Emerald Toucanet,NOT IN VOCAB,,,,,,
Emerald Tree Boa,NOT IN VOCAB,,,,,,
Emerald Tree Monitor,NOT IN VOCAB,,,,,,
Emperor Angelfish,NOT IN VOCAB,,,,,,
Emperor Goose,NOT IN VOCAB,,,,,,
Emperor Penguin,NOT IN VOCAB,,,,,,
Emperor Tamarin,NOT IN VOCAB,,,,,,
Emu,NOT IN VOCAB,,,,,,
Enchi Ball Python,NOT IN VOCAB,,,,,,
English Bulldog,NOT IN VOCAB,,,,,,
English Cocker Spaniel,NOT IN VOCAB,,,,,,
English Cream Golden Retriever,NOT IN VOCAB,,,,,,
English Crested Guinea Pig,NOT IN VOCAB,,,,,,
English Foxhound,NOT IN VOCAB,,,,,,
English Longhorn Cattle,NOT IN VOCAB,,,,,,
English Pointer,NOT IN VOCAB,,,,,,
English Setter,NOT IN VOCAB,,,,,,
English Shepherd,NOT IN VOCAB,,,,,,
English Springer Spaniel,NOT IN VOCAB,,,,,,
English Toy Terrier,NOT IN VOCAB,,,,,,
Entlebucher Mountain Dog,NOT IN VOCAB,,,,,,
Epagneul Pont Audemer,NOT IN VOCAB,,,,,,
Epicyon haydeni,NOT IN VOCAB,,,,,,
Epidexipteryx,NOT IN VOCAB,,,,,,
Equatorial Spitting Cobra,NOT IN VOCAB,,,,,,
Equus giganteus,NOT IN VOCAB,,,,,,
Ermine,NOT IN VOCAB,,,,,,
Eryops,NOT IN VOCAB,,,,,,
Escolar,NOT IN VOCAB,,,,,,
Eskimo Dog,NOT IN VOCAB,,,,,,
Eskipoo,NOT IN VOCAB,,,,,,
Estrela Mountain Dog,NOT IN VOCAB,,,,,,
Euoplocephalus,NOT IN VOCAB,,,,,,
Eurasian Beaver,NOT IN VOCAB,,,,,,
Eurasian Bullfinch,NOT IN VOCAB,,,,,,
Eurasian Collared Dove,NOT IN VOCAB,,,,,,
Eurasian Eagle-owl,NOT IN VOCAB,,,,,,
Eurasian Jay,NOT IN VOCAB,,,,,,
Eurasian Lynx,NOT IN VOCAB,,,,,,
Eurasian Nuthatch,NOT IN VOCAB,,,,,,
Eurasian Sparrowhawk,NOT IN VOCAB,,,,,,
Eurasian Wolf,NOT IN VOCAB,,,,,,
Eurasier,NOT IN VOCAB,,,,,,
European Bee-Eater,NOT IN VOCAB,,,,,,
European Corn Borer,NOT IN VOCAB,,,,,,
European Goldfinch,NOT IN VOCAB,,,,,,
European Polecat,NOT IN VOCAB,,,,,,
European Robin,NOT IN VOCAB,,,,,,
European Starling,NOT IN VOCAB,,,,,,
European Wildcat,NOT IN VOCAB,,,,,,
Eurypterus,NOT IN VOCAB,,,,,,
Evening Bat,NOT IN VOCAB,,,,,,
Evening Grosbeak,NOT IN VOCAB,,,,,,
Executioner Wasp ,NOT IN VOCAB,,,,,,
Eyelash Viper,NOT IN VOCAB,,,,,,
Fainting Goat,NOT IN VOCAB,,,,,,
Fairy-Wren,NOT IN VOCAB,,,,,,
Falcon,NOT IN VOCAB,,,,,,
Fallow deer,NOT IN VOCAB,,,,,,
False Cobra,NOT IN VOCAB,,,,,,
False coral snake,NOT IN VOCAB,,,,,,
False Killer Whale,NOT IN VOCAB,,,,,,
False Water Cobra,NOT IN VOCAB,,,,,,
False Widow Spider,NOT IN VOCAB,,,,,,
Fancy Mouse,NOT IN VOCAB,,,,,,
Fangtooth,NOT IN VOCAB,,,,,,
Feather Star,NOT IN VOCAB,,,,,,
Feist,NOT IN VOCAB,,,,,,
Fennec Fox,NOT IN VOCAB,,,,,,
Fer-de-lance Snake,NOT IN VOCAB,,,,,,
Ferret,NOT IN VOCAB,,,,,,
Ferruginous Hawk,NOT IN VOCAB,,,,,,
Fiddler Crab,NOT IN VOCAB,,,,,,
Field Cuckoo Bumblebee,NOT IN VOCAB,,,,,,
Field Spaniel,NOT IN VOCAB,,,,,,
Fierce Snake,NOT IN VOCAB,,,,,,
Figeater Beetle,NOT IN VOCAB,,,,,,
Fila Brasileiro,NOT IN VOCAB,,,,,,
Fin Whale,NOT IN VOCAB,,,,,,
Finch,NOT IN VOCAB,,,,,,
Finnish Lapphund,NOT IN VOCAB,,,,,,
Finnish Spitz,NOT IN VOCAB,,,,,,
Fire Ball Python,NOT IN VOCAB,,,,,,
Fire Eel,NOT IN VOCAB,,,,,,
Fire Salamander,NOT IN VOCAB,,,,,,
Fire-Bellied Toad,NOT IN VOCAB,,,,,,
Firefly,NOT IN VOCAB,,,,,,
Firefly Ball Python,NOT IN VOCAB,,,,,,
Fish,NOT IN VOCAB,,,,,,
Fisher,NOT IN VOCAB,,,,,,
Fishing Cat,NOT IN VOCAB,,,,,,
Fishing Spiders,NOT IN VOCAB,,,,,,
Flamingo,NOT IN VOCAB,,,,,,
Flat-Coated Retriever,NOT IN VOCAB,,,,,,
Flathead Catfish,NOT IN VOCAB,,,,,,
Flea,NOT IN VOCAB,,,,,,
Flea Beetle,NOT IN VOCAB,,,,,,
Fleckvieh Cattle,NOT IN VOCAB,,,,,,
Florida Gar,NOT IN VOCAB,,,,,,
Florida Mouse,NOT IN VOCAB,,,,,,
Florida Panther,NOT IN VOCAB,,,,,,
Florida Woods Cockroach,NOT IN VOCAB,,,,,,
Flounder,NOT IN VOCAB,,,,,,
Flounder Fish,NOT IN VOCAB,,,,,,
Flour Beetle,NOT IN VOCAB,,,,,,
Flowerhorn Fish,NOT IN VOCAB,,,,,,
Fluke Fish (summer flounder),NOT IN VOCAB,,,,,,
Fly,NOT IN VOCAB,,,,,,
Flycatcher,NOT IN VOCAB,,,,,,
Flying Fish,NOT IN VOCAB,,,,,,
Flying Lemur,NOT IN VOCAB,,,,,,
Flying Snake,NOT IN VOCAB,,,,,,
Flying Squirrel,NOT IN VOCAB,,,,,,
Football Fish,NOT IN VOCAB,,,,,,
Forest Cobra,NOT IN VOCAB,,,,,,
Forest Cuckoo Bumblebee,NOT IN VOCAB,,,,,,
Formosan Mountain Dog,NOT IN VOCAB,,,,,,
Fossa,NOT IN VOCAB,,,,,,
Fox,NOT IN VOCAB,,,,,,
Fox Snakes,NOT IN VOCAB,,,,,,
Fox Squirrel,NOT IN VOCAB,,,,,,
Fox Terrier,NOT IN VOCAB,,,,,,
Freeway Ball Python,NOT IN VOCAB,,,,,,
French Bulldog,NOT IN VOCAB,,,,,,
French Bulldog Mix,NOT IN VOCAB,,,,,,
French Lop,NOT IN VOCAB,,,,,,
Frenchton,NOT IN VOCAB,,,,,,
Frengle,NOT IN VOCAB,,,,,,
Freshwater Crocodile,NOT IN VOCAB,,,,,,
Freshwater Drum,NOT IN VOCAB,,,,,,
Freshwater Eel,NOT IN VOCAB,,,,,,
Freshwater Jellyfish,NOT IN VOCAB,,,,,,
Freshwater Sunfish,NOT IN VOCAB,,,,,,
Frigatebird,NOT IN VOCAB,,,,,,
Frilled Lizard,NOT IN VOCAB,,,,,,
Frilled Shark,NOT IN VOCAB,,,,,,
Fritillary Butterfly,NOT IN VOCAB,,,,,,
Frizzle Chicken,NOT IN VOCAB,,,,,,
Frog,NOT IN VOCAB,,,,,,
Frogfish,NOT IN VOCAB,,,,,,
Frug,NOT IN VOCAB,,,,,,
Fruit Bat,NOT IN VOCAB,,,,,,
Fruit Fly,NOT IN VOCAB,,,,,,
Fulvous Whistling Duck,NOT IN VOCAB,,,,,,
Fur Seal,NOT IN VOCAB,,,,,,
Furrow Bee,NOT IN VOCAB,,,,,,
Gaboon Viper,NOT IN VOCAB,,,,,,
Gadwall,NOT IN VOCAB,,,,,,
Galapagos Penguin,NOT IN VOCAB,,,,,,
Galapagos Shark,NOT IN VOCAB,,,,,,
Galapagos Tortoise,NOT IN VOCAB,,,,,,
Gar,NOT IN VOCAB,,,,,,
Garden Eel,NOT IN VOCAB,,,,,,
Garden Spider,NOT IN VOCAB,,,,,,
Gargoyle Gecko,NOT IN VOCAB,,,,,,
Garter Snake,NOT IN VOCAB,,,,,,
Gastornis,NOT IN VOCAB,,,,,,
Gazelle,NOT IN VOCAB,,,,,,
Gecko,NOT IN VOCAB,,,,,,
Genet,NOT IN VOCAB,,,,,,
Gentoo Penguin,NOT IN VOCAB,,,,,,
Geoffroys Tamarin,NOT IN VOCAB,,,,,,
Gerberian Shepsky,NOT IN VOCAB,,,,,,
Gerbil,NOT IN VOCAB,,,,,,
German Cockroach,NOT IN VOCAB,,,,,,
German Longhaired Pointer,NOT IN VOCAB,,,,,,
German Pinscher,NOT IN VOCAB,,,,,,
German Shepherd Guide,NOT IN VOCAB,,,,,,
German Shepherd Mix,NOT IN VOCAB,,,,,,
German Sheppit,NOT IN VOCAB,,,,,,
German Sheprador,NOT IN VOCAB,,,,,,
German Shorthaired Pointer,NOT IN VOCAB,,,,,,
German Spitz,NOT IN VOCAB,,,,,,
German Wirehaired Pointer,NOT IN VOCAB,,,,,,
Gharial,NOT IN VOCAB,,,,,,
Ghost Catfish,NOT IN VOCAB,,,,,,
Ghost Crab,NOT IN VOCAB,,,,,,
Giant African Land Snail,NOT IN VOCAB,,,,,,
Giant Armadillo,NOT IN VOCAB,,,,,,
Giant Beaver,NOT IN VOCAB,,,,,,
Giant Clam,NOT IN VOCAB,,,,,,
Giant Desert Centipede,NOT IN VOCAB,,,,,,
Giant Golden Mole,NOT IN VOCAB,,,,,,
Giant House Spider,NOT IN VOCAB,,,,,,
Giant Isopod,NOT IN VOCAB,,,,,,
Giant Leopard Moth,NOT IN VOCAB,,,,,,
Giant Panda Bear,NOT IN VOCAB,,,,,,
Giant Salamander,NOT IN VOCAB,,,,,,
Giant Schnauzer,NOT IN VOCAB,,,,,,
Giant Schnoodle,NOT IN VOCAB,,,,,,
Giant Siphonophore,NOT IN VOCAB,,,,,,
Giant Trevally,NOT IN VOCAB,,,,,,
Giant Weta,NOT IN VOCAB,,,,,,
Giant Wood Moth,NOT IN VOCAB,,,,,,
Gibbon,NOT IN VOCAB,,,,,,
Gigantopithecus,NOT IN VOCAB,,,,,,
Gila Monster,NOT IN VOCAB,,,,,,
Giraffe,NOT IN VOCAB,,,,,,
Glass Frog,NOT IN VOCAB,,,,,,
Glass Lizard,NOT IN VOCAB,,,,,,
Glechon,NOT IN VOCAB,,,,,,
Glen Of Imaal Terrier,NOT IN VOCAB,,,,,,
Glowworm,NOT IN VOCAB,,,,,,
Gnat,NOT IN VOCAB,,,,,,
Goat,NOT IN VOCAB,,,,,,
Goberian,NOT IN VOCAB,,,,,,
Goblin Shark,NOT IN VOCAB,,,,,,
Goby Fish,NOT IN VOCAB,,,,,,
Goldador,NOT IN VOCAB,,,,,,
Goldcrest,NOT IN VOCAB,,,,,,
Golden Dox,NOT IN VOCAB,,,,,,
Golden Eagle,NOT IN VOCAB,,,,,,
Golden Irish,NOT IN VOCAB,,,,,,
Golden Jackal,NOT IN VOCAB,,,,,,
Golden Lancehead,NOT IN VOCAB,,,,,,
Golden Lion Tamarin,NOT IN VOCAB,,,,,,
Golden Masked Owl,NOT IN VOCAB,,,,,,
Golden Mole,NOT IN VOCAB,,,,,,
