"","Subject","Group","Fluency_Item","Switch_Value","Switch_Method","domain","dimension","structure","alpha","method","param1","param2","param3","full_method","Cluster_Number","Switch","Switch_Number","row_id","fluency_score","semantic","phonological","frequency"
"1027","SPA-338","CI","hippopotamus",0,"multimodaldelta_alpha=0.9_rise=0.2_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.2","fall=0.8","multimodaldelta_alpha=0.9_rise=0.2_fall=0.8",5,"Within Cluster Transition",NA,6,17,0.723957115418819,1e-04,2.56
"1028","SPA-338","CI","dolphin",0,"multimodaldelta_alpha=0.9_rise=0.2_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.2","fall=0.8","multimodaldelta_alpha=0.9_rise=0.2_fall=0.8",5,"Within Cluster Transition",NA,7,17,0.726021701422829,1e-04,3.67
"1029","SPA-338","CI","shark",0,"multimodaldelta_alpha=0.9_rise=0.2_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.2","fall=0.8","multimodaldelta_alpha=0.9_rise=0.2_fall=0.8",5,"Within Cluster Transition",NA,8,17,0.685109100064227,0.1667,4.1
"1030","SPA-338","CI","fish",0,"multimodaldelta_alpha=0.9_rise=0.2_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.2","fall=0.8","multimodaldelta_alpha=0.9_rise=0.2_fall=0.8",5,"Within Cluster Transition",NA,9,17,0.778130969774687,0.1667,4.9
"1031","SPA-338","CI","zebra",1,"multimodaldelta_alpha=0.9_rise=0.2_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.2","fall=0.8","multimodaldelta_alpha=0.9_rise=0.2_fall=0.8",6,"Switch Trial",5,10,17,0.594416593778205,1e-04,3.4
"1032","SPA-338","CI","gazelle",0,"multimodaldelta_alpha=0.9_rise=0.2_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.2","fall=0.8","multimodaldelta_alpha=0.9_rise=0.2_fall=0.8",6,"Within Cluster Transition",NA,11,17,0.654435110834038,1e-04,2.87
"1033","SPA-338","CI","tiger",1,"multimodaldelta_alpha=0.9_rise=0.2_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.2","fall=0.8","multimodaldelta_alpha=0.9_rise=0.2_fall=0.8",7,"Switch Trial",6,12,17,0.460228978934821,1e-04,4.3
"1034","SPA-338","CI","alligator",0,"multimodaldelta_alpha=0.9_rise=0.2_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.2","fall=0.8","multimodaldelta_alpha=0.9_rise=0.2_fall=0.8",7,"Within Cluster Transition",NA,13,17,0.666928705915247,0.2857,3.32
"1035","SPA-338","CI","crocodile",0,"multimodaldelta_alpha=0.9_rise=0.2_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.2","fall=0.8","multimodaldelta_alpha=0.9_rise=0.2_fall=0.8",7,"Within Cluster Transition",NA,14,17,0.740220565063292,1e-04,3.49
"1036","SPA-338","CI","zebra",1,"multimodaldelta_alpha=0.9_rise=0.2_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.2","fall=0.8","multimodaldelta_alpha=0.9_rise=0.2_fall=0.8",8,"Switch Trial",7,15,17,0.589772758109235,1e-04,3.4
"1037","SPA-338","CI","elephant",0,"multimodaldelta_alpha=0.9_rise=0.2_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.2","fall=0.8","multimodaldelta_alpha=0.9_rise=0.2_fall=0.8",8,"Within Cluster Transition",NA,16,17,0.679589606833056,0.1429,4.08
"1038","SPC-340","CI","cat",0,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",1,"Within Cluster Transition",NA,1,19,0.862997101832067,1e-04,4.78
"1039","SPC-340","CI","chicken",1,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",2,"Switch Trial",1,2,19,0.610875229729902,0.2,4.63
"1040","SPC-340","CI","rooster",1,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",3,"Switch Trial",2,3,19,0.572110952735496,1e-04,3.31
"1041","SPC-340","CI","pig",0,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",3,"Within Cluster Transition",NA,4,19,0.750026716014462,1e-04,4.14
"1042","SPC-340","CI","bird",1,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",4,"Switch Trial",3,5,19,0.526954699936147,1e-04,4.63
"1043","SPC-340","CI","horse",1,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",5,"Switch Trial",4,6,19,0.272558208877878,1e-04,4.76
"1044","SPC-340","CI","cow",0,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",5,"Within Cluster Transition",NA,7,19,0.714508279642239,1e-04,4.14
"1045","SPC-340","CI","zebra",1,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",6,"Switch Trial",5,8,19,0.497941969974066,1e-04,3.4
"1046","SPC-340","CI","leopard",0,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",6,"Within Cluster Transition",NA,9,19,0.699305077412039,1e-04,3.59
"1047","SPC-340","CI","bear",1,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",7,"Switch Trial",6,10,19,0.405402419106476,1e-04,4.71
"1048","SPC-340","CI","walrus",1,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",8,"Switch Trial",7,11,19,0.460762624887524,0.1667,2.98
"1049","SPC-340","CI","seal",0,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",8,"Within Cluster Transition",NA,12,19,0.701170924648002,0.1667,4.3
"1050","SPC-340","CI","dolphin",1,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",9,"Switch Trial",8,13,19,0.366098035806296,0.1667,3.67
"1051","SPC-340","CI","zebra",0,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",9,"Within Cluster Transition",NA,14,19,0.634614252948412,0.1667,3.4
"1052","SPC-340","CI","elephant",0,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",9,"Within Cluster Transition",NA,15,19,0.679589606833056,0.1429,4.08
"1053","SPC-340","CI","monkey",0,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",9,"Within Cluster Transition",NA,16,19,0.593048715576247,1e-04,4.07
"1054","SPC-340","CI","spider",0,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",9,"Within Cluster Transition",NA,17,19,0.556690799162888,1e-04,4.25
"1055","SPC-340","CI","snake",0,"multimodaldelta_alpha=0.9_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.9","rise=0.8","fall=0.8","multimodaldelta_alpha=0.9_rise=0.8_fall=0.8",9,"Within Cluster Transition",NA,18,19,0.638909010891226,0.1111,4.23
"1056","SPH-344","CI","zebra",0,"multimodaldelta_alpha=0.4_rise=1.0_fall=1.0","animals","50","blended","0.9","multimodaldelta","alpha=0.4","rise=1.0","fall=1.0","multimodaldelta_alpha=0.4_rise=1.0_fall=1.0",1,"Within Cluster Transition",NA,1,10,0.679589606833056,0.1429,3.4
"1057","SPH-344","CI","bird",1,"multimodaldelta_alpha=0.4_rise=1.0_fall=1.0","animals","50","blended","0.9","multimodaldelta","alpha=0.4","rise=1.0","fall=1.0","multimodaldelta_alpha=0.4_rise=1.0_fall=1.0",2,"Switch Trial",1,2,10,0.538331927051115,1e-04,4.63
"1058","SPH-344","CI","dog",1,"multimodaldelta_alpha=0.4_rise=1.0_fall=1.0","animals","50","blended","0.9","multimodaldelta","alpha=0.4","rise=1.0","fall=1.0","multimodaldelta_alpha=0.4_rise=1.0_fall=1.0",3,"Switch Trial",2,3,10,0.566705010958269,1e-04,5.1
"1059","SPH-344","CI","cat",0,"multimodaldelta_alpha=0.4_rise=1.0_fall=1.0","animals","50","blended","0.9","multimodaldelta","alpha=0.4","rise=1.0","fall=1.0","multimodaldelta_alpha=0.4_rise=1.0_fall=1.0",3,"Within Cluster Transition",NA,4,10,0.862997101832067,1e-04,4.78
"1060","SPH-344","CI","fish",1,"multimodaldelta_alpha=0.4_rise=1.0_fall=1.0","animals","50","blended","0.9","multimodaldelta","alpha=0.4","rise=1.0","fall=1.0","multimodaldelta_alpha=0.4_rise=1.0_fall=1.0",4,"Switch Trial",3,5,10,0.63244119408688,1e-04,4.9
"1061","SPH-344","CI","lion",1,"multimodaldelta_alpha=0.4_rise=1.0_fall=1.0","animals","50","blended","0.9","multimodaldelta","alpha=0.4","rise=1.0","fall=1.0","multimodaldelta_alpha=0.4_rise=1.0_fall=1.0",5,"Switch Trial",4,6,10,0.565064537698251,1e-04,4.25
"1062","SPH-344","CI","tiger",0,"multimodaldelta_alpha=0.4_rise=1.0_fall=1.0","animals","50","blended","0.9","multimodaldelta","alpha=0.4","rise=1.0","fall=1.0","multimodaldelta_alpha=0.4_rise=1.0_fall=1.0",5,"Within Cluster Transition",NA,7,10,0.768985414089053,0.25,4.3
"1063","SPH-344","CI","deer",1,"multimodaldelta_alpha=0.4_rise=1.0_fall=1.0","animals","50","blended","0.9","multimodaldelta","alpha=0.4","rise=1.0","fall=1.0","multimodaldelta_alpha=0.4_rise=1.0_fall=1.0",6,"Switch Trial",5,8,10,0.540038254506998,1e-04,4.12
"1064","SPH-344","CI","hippopotamus",0,"multimodaldelta_alpha=0.4_rise=1.0_fall=1.0","animals","50","blended","0.9","multimodaldelta","alpha=0.4","rise=1.0","fall=1.0","multimodaldelta_alpha=0.4_rise=1.0_fall=1.0",6,"Within Cluster Transition",NA,9,10,0.677052222153169,0.25,2.56
"1065","SSZ-539","CI","cow",0,"multimodaldelta_alpha=0.6_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.6","rise=0.8","fall=0.8","multimodaldelta_alpha=0.6_rise=0.8_fall=0.8",1,"Within Cluster Transition",NA,1,13,0.774439107249733,1e-04,4.14
"1066","SSZ-539","CI","horse",0,"multimodaldelta_alpha=0.6_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.6","rise=0.8","fall=0.8","multimodaldelta_alpha=0.6_rise=0.8_fall=0.8",1,"Within Cluster Transition",NA,2,13,0.714508279642239,1e-04,4.76
"1067","SSZ-539","CI","cat",1,"multimodaldelta_alpha=0.6_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.6","rise=0.8","fall=0.8","multimodaldelta_alpha=0.6_rise=0.8_fall=0.8",2,"Switch Trial",1,3,13,0.345202610798885,1e-04,4.78
"1068","SSZ-539","CI","fish",0,"multimodaldelta_alpha=0.6_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.6","rise=0.8","fall=0.8","multimodaldelta_alpha=0.6_rise=0.8_fall=0.8",2,"Within Cluster Transition",NA,4,13,0.63244119408688,1e-04,4.9
"1069","SSZ-539","CI","dog",1,"multimodaldelta_alpha=0.6_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.6","rise=0.8","fall=0.8","multimodaldelta_alpha=0.6_rise=0.8_fall=0.8",3,"Switch Trial",2,5,13,0.522034318736886,1e-04,5.1
"1070","SSZ-539","CI","monkey",0,"multimodaldelta_alpha=0.6_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.6","rise=0.8","fall=0.8","multimodaldelta_alpha=0.6_rise=0.8_fall=0.8",3,"Within Cluster Transition",NA,6,13,0.688322032376098,1e-04,4.07
"1071","SSZ-539","CI","alligator",0,"multimodaldelta_alpha=0.6_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.6","rise=0.8","fall=0.8","multimodaldelta_alpha=0.6_rise=0.8_fall=0.8",3,"Within Cluster Transition",NA,7,13,0.691819077087102,1e-04,3.32
"1072","SSZ-539","CI","monkey",0,"multimodaldelta_alpha=0.6_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.6","rise=0.8","fall=0.8","multimodaldelta_alpha=0.6_rise=0.8_fall=0.8",3,"Within Cluster Transition",NA,8,13,0.691819077087102,1e-04,4.07
"1073","SSZ-539","CI","hippopotamus",0,"multimodaldelta_alpha=0.6_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.6","rise=0.8","fall=0.8","multimodaldelta_alpha=0.6_rise=0.8_fall=0.8",3,"Within Cluster Transition",NA,9,13,0.600787427882189,1e-04,2.56
"1074","SSZ-539","CI","dolphin",0,"multimodaldelta_alpha=0.6_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.6","rise=0.8","fall=0.8","multimodaldelta_alpha=0.6_rise=0.8_fall=0.8",3,"Within Cluster Transition",NA,10,13,0.726021701422829,1e-04,3.67
"1075","SSZ-539","CI","shark",0,"multimodaldelta_alpha=0.6_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.6","rise=0.8","fall=0.8","multimodaldelta_alpha=0.6_rise=0.8_fall=0.8",3,"Within Cluster Transition",NA,11,13,0.685109100064227,0.1667,4.1
"1076","SSZ-539","CI","fish",0,"multimodaldelta_alpha=0.6_rise=0.8_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.6","rise=0.8","fall=0.8","multimodaldelta_alpha=0.6_rise=0.8_fall=0.8",3,"Within Cluster Transition",NA,12,13,0.778130969774687,1e-04,4.9
"1077","SUG-544","CI","cat",0,"multimodaldelta_alpha=0.7_rise=0.0_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=0.0","fall=0.8","multimodaldelta_alpha=0.7_rise=0.0_fall=0.8",1,"Within Cluster Transition",NA,1,14,0.862997101832067,1e-04,4.78
"1078","SUG-544","CI","pig",1,"multimodaldelta_alpha=0.7_rise=0.0_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=0.0","fall=0.8","multimodaldelta_alpha=0.7_rise=0.0_fall=0.8",2,"Switch Trial",1,2,14,0.683903283770281,1e-04,4.14
"1079","SUG-544","CI","cow",0,"multimodaldelta_alpha=0.7_rise=0.0_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=0.0","fall=0.8","multimodaldelta_alpha=0.7_rise=0.0_fall=0.8",2,"Within Cluster Transition",NA,3,14,0.774439107249733,1e-04,4.14
"1080","SUG-544","CI","chicken",0,"multimodaldelta_alpha=0.7_rise=0.0_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=0.0","fall=0.8","multimodaldelta_alpha=0.7_rise=0.0_fall=0.8",2,"Within Cluster Transition",NA,4,14,0.618458588404591,0.2,4.63
"1081","SUG-544","CI","elephant",1,"multimodaldelta_alpha=0.7_rise=0.0_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=0.0","fall=0.8","multimodaldelta_alpha=0.7_rise=0.0_fall=0.8",3,"Switch Trial",2,5,14,0.32222157629322,0.2857,4.08
"1082","SUG-544","CI","monkey",0,"multimodaldelta_alpha=0.7_rise=0.0_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=0.0","fall=0.8","multimodaldelta_alpha=0.7_rise=0.0_fall=0.8",3,"Within Cluster Transition",NA,6,14,0.593048715576247,1e-04,4.07
"1083","SUG-544","CI","fish",0,"multimodaldelta_alpha=0.7_rise=0.0_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=0.0","fall=0.8","multimodaldelta_alpha=0.7_rise=0.0_fall=0.8",3,"Within Cluster Transition",NA,7,14,0.543661174395901,1e-04,4.9
"1084","SUG-544","CI","zebra",0,"multimodaldelta_alpha=0.7_rise=0.0_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=0.0","fall=0.8","multimodaldelta_alpha=0.7_rise=0.0_fall=0.8",3,"Within Cluster Transition",NA,8,14,0.594416593778205,1e-04,3.4
"1085","SUG-544","CI","dolphin",0,"multimodaldelta_alpha=0.7_rise=0.0_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=0.0","fall=0.8","multimodaldelta_alpha=0.7_rise=0.0_fall=0.8",3,"Within Cluster Transition",NA,9,14,0.634614252948412,0.1667,3.67
"1086","SUG-544","CI","zebra",0,"multimodaldelta_alpha=0.7_rise=0.0_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=0.0","fall=0.8","multimodaldelta_alpha=0.7_rise=0.0_fall=0.8",3,"Within Cluster Transition",NA,10,14,0.634614252948412,0.1667,3.4
"1087","SUG-544","CI","shark",0,"multimodaldelta_alpha=0.7_rise=0.0_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=0.0","fall=0.8","multimodaldelta_alpha=0.7_rise=0.0_fall=0.8",3,"Within Cluster Transition",NA,11,14,0.634359655400018,1e-04,4.1
"1088","SUG-544","CI","turtle",0,"multimodaldelta_alpha=0.7_rise=0.0_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=0.0","fall=0.8","multimodaldelta_alpha=0.7_rise=0.0_fall=0.8",3,"Within Cluster Transition",NA,12,14,0.606683700401818,1e-04,3.91
"1089","SUG-544","CI","cow",1,"multimodaldelta_alpha=0.7_rise=0.0_fall=0.8","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=0.0","fall=0.8","multimodaldelta_alpha=0.7_rise=0.0_fall=0.8",4,"Switch Trial",3,13,14,0.487346355181952,1e-04,4.14
"1090","SUT-556","CI","zebra",0,"multimodaldelta_alpha=0.7_rise=1.0_fall=0.0","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=1.0","fall=0.0","multimodaldelta_alpha=0.7_rise=1.0_fall=0.0",1,"Within Cluster Transition",NA,1,15,0.679589606833056,0.1429,3.4
"1091","SUT-556","CI","turtle",1,"multimodaldelta_alpha=0.7_rise=1.0_fall=0.0","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=1.0","fall=0.0","multimodaldelta_alpha=0.7_rise=1.0_fall=0.0",2,"Switch Trial",1,2,15,0.434227064113165,1e-04,3.91
"1092","SUT-556","CI","zebra",1,"multimodaldelta_alpha=0.7_rise=1.0_fall=0.0","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=1.0","fall=0.0","multimodaldelta_alpha=0.7_rise=1.0_fall=0.0",3,"Switch Trial",2,3,15,0.434227064113165,1e-04,3.4
"1093","SUT-556","CI","monkey",1,"multimodaldelta_alpha=0.7_rise=1.0_fall=0.0","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=1.0","fall=0.0","multimodaldelta_alpha=0.7_rise=1.0_fall=0.0",4,"Switch Trial",3,4,15,0.516299588726497,1e-04,4.07
"1094","SUT-556","CI","dog",0,"multimodaldelta_alpha=0.7_rise=1.0_fall=0.0","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=1.0","fall=0.0","multimodaldelta_alpha=0.7_rise=1.0_fall=0.0",4,"Within Cluster Transition",NA,5,15,0.688322032376098,1e-04,5.1
"1095","SUT-556","CI","cat",0,"multimodaldelta_alpha=0.7_rise=1.0_fall=0.0","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=1.0","fall=0.0","multimodaldelta_alpha=0.7_rise=1.0_fall=0.0",4,"Within Cluster Transition",NA,6,15,0.862997101832067,1e-04,4.78
"1096","SUT-556","CI","lizard",1,"multimodaldelta_alpha=0.7_rise=1.0_fall=0.0","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=1.0","fall=0.0","multimodaldelta_alpha=0.7_rise=1.0_fall=0.0",5,"Switch Trial",4,7,15,0.539672608902574,1e-04,3.63
"1097","SUT-556","CI","fossil",1,"multimodaldelta_alpha=0.7_rise=1.0_fall=0.0","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=1.0","fall=0.0","multimodaldelta_alpha=0.7_rise=1.0_fall=0.0",6,"Switch Trial",5,8,15,0.409627749413292,1e-04,3.99
"1098","SUT-556","CI","bear",1,"multimodaldelta_alpha=0.7_rise=1.0_fall=0.0","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=1.0","fall=0.0","multimodaldelta_alpha=0.7_rise=1.0_fall=0.0",7,"Switch Trial",6,9,15,0.313091914434916,0.1429,4.71
"1099","SUT-556","CI","dragon",1,"multimodaldelta_alpha=0.7_rise=1.0_fall=0.0","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=1.0","fall=0.0","multimodaldelta_alpha=0.7_rise=1.0_fall=0.0",8,"Switch Trial",7,10,15,0.427300644135984,0.1667,4.41
"1100","SUT-556","CI","horse",1,"multimodaldelta_alpha=0.7_rise=1.0_fall=0.0","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=1.0","fall=0.0","multimodaldelta_alpha=0.7_rise=1.0_fall=0.0",9,"Switch Trial",8,11,15,0.421464212776314,1e-04,4.76
"1101","SUT-556","CI","pig",0,"multimodaldelta_alpha=0.7_rise=1.0_fall=0.0","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=1.0","fall=0.0","multimodaldelta_alpha=0.7_rise=1.0_fall=0.0",9,"Within Cluster Transition",NA,12,15,0.573871930751789,1e-04,4.14
"1102","SUT-556","CI","cow",0,"multimodaldelta_alpha=0.7_rise=1.0_fall=0.0","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=1.0","fall=0.0","multimodaldelta_alpha=0.7_rise=1.0_fall=0.0",9,"Within Cluster Transition",NA,13,15,0.774439107249733,1e-04,4.14
"1103","SUT-556","CI","bird",1,"multimodaldelta_alpha=0.7_rise=1.0_fall=0.0","animals","50","blended","0.9","multimodaldelta","alpha=0.7","rise=1.0","fall=0.0","multimodaldelta_alpha=0.7_rise=1.0_fall=0.0",10,"Switch Trial",9,14,15,0.466544722203985,1e-04,4.63
"1104","CAP-671","NH","water",1,"multimodaldelta_alpha=0.3_rise=0.8_fall=0.5","foods","50","blended","0.0","multimodaldelta","alpha=0.3","rise=0.8","fall=0.5","multimodaldelta_alpha=0.3_rise=0.8_fall=0.5",2,"Switch Trial",1,1,20,0.555277606490354,1e-04,5.52
"1105","CAP-671","NH","chips",1,"multimodaldelta_alpha=0.3_rise=0.8_fall=0.5","foods","50","blended","0.0","multimodaldelta","alpha=0.3","rise=0.8","fall=0.5","multimodaldelta_alpha=0.3_rise=0.8_fall=0.5",3,"Switch Trial",2,2,20,0.624041959383951,1e-04,4.21
"1106","CAP-671","NH","cookies",1,"multimodaldelta_alpha=0.3_rise=0.8_fall=0.5","foods","50","blended","0.0","multimodaldelta","alpha=0.3","rise=0.8","fall=0.5","multimodaldelta_alpha=0.3_rise=0.8_fall=0.5",4,"Switch Trial",3,3,20,0.601066676330282,1e-04,4.12
"1107","CAP-671","NH","carrot",0,"multimodaldelta_alpha=0.3_rise=0.8_fall=0.5","foods","50","blended","0.0","multimodaldelta","alpha=0.3","rise=0.8","fall=0.5","multimodaldelta_alpha=0.3_rise=0.8_fall=0.5",4,"Within Cluster Transition",NA,4,20,0.773892492348881,0.2,3.62
"1108","CAP-671","NH","soda",0,"multimodaldelta_alpha=0.3_rise=0.8_fall=0.5","foods","50","blended","0.0","multimodaldelta","alpha=0.3","rise=0.8","fall=0.5","multimodaldelta_alpha=0.3_rise=0.8_fall=0.5",4,"Within Cluster Transition",NA,5,20,0.748137653005534,0.2,4.04
"1109","CAP-671","NH","apple",1,"multimodaldelta_alpha=0.3_rise=0.8_fall=0.5","foods","50","blended","0.0","multimodaldelta","alpha=0.3","rise=0.8","fall=0.5","multimodaldelta_alpha=0.3_rise=0.8_fall=0.5",5,"Switch Trial",4,6,20,0.537745714589862,1e-04,4.76
"1110","CAP-671","NH","watermelon",0,"multimodaldelta_alpha=0.3_rise=0.8_fall=0.5","foods","50","blended","0.0","multimodaldelta","alpha=0.3","rise=0.8","fall=0.5","multimodaldelta_alpha=0.3_rise=0.8_fall=0.5",5,"Within Cluster Transition",NA,7,20,0.582081583993161,0.1111,3.35
"1111","CAP-671","NH","pear",1,"multimodaldelta_alpha=0.3_rise=0.8_fall=0.5","foods","50","blended","0.0","multimodaldelta","alpha=0.3","rise=0.8","fall=0.5","multimodaldelta_alpha=0.3_rise=0.8_fall=0.5",6,"Switch Trial",5,8,20,0.639306587398505,1e-04,3.47
"1112","CAP-671","NH","orange",1,"multimodaldelta_alpha=0.3_rise=0.8_fall=0.5","foods","50","blended","0.0","multimodaldelta","alpha=0.3","rise=0.8","fall=0.5","multimodaldelta_alpha=0.3_rise=0.8_fall=0.5",7,"Switch Trial",6,9,20,0.677714344671153,1e-04,4.62
"1113","CAP-671","NH","pepper",1,"multimodaldelta_alpha=0.3_rise=0.8_fall=0.5","foods","50","blended","0.0","multimodaldelta","alpha=0.3","rise=0.8","fall=0.5","multimodaldelta_alpha=0.3_rise=0.8_fall=0.5",8,"Switch Trial",7,10,20,0.636932862236862,1e-04,4.14
"1114","CAP-671","NH","tomato",0,"multimodaldelta_alpha=0.3_rise=0.8_fall=0.5","foods","50","blended","0.0","multimodaldelta","alpha=0.3","rise=0.8","fall=0.5","multimodaldelta_alpha=0.3_rise=0.8_fall=0.5",8,"Within Cluster Transition",NA,11,20,0.905889398396524,1e-04,3.85
