"","Subject","Group","Fluency_Item","Switch_Value","Switch_Method","domain","dimension","structure","alpha","method","param1","param2","param3","full_method","Cluster_Number","Switch","Switch_Number","row_id","fluency_score","semantic","phonological","frequency"
"345","SKE-234","CI","chicken",0,"multimodaldelta_alpha=1.0_rise=0.5_fall=1.0","animals","50","blended","0.3","multimodaldelta","alpha=1.0","rise=0.5","fall=1.0","multimodaldelta_alpha=1.0_rise=0.5_fall=1.0",6,"Within Cluster Transition",NA,23,27,0.68669108762806,0.2,4.63
"346","SKE-234","CI","rooster",0,"multimodaldelta_alpha=1.0_rise=0.5_fall=1.0","animals","50","blended","0.3","multimodaldelta","alpha=1.0","rise=0.5","fall=1.0","multimodaldelta_alpha=1.0_rise=0.5_fall=1.0",6,"Within Cluster Transition",NA,24,27,0.565270190386699,1e-04,3.31
"347","SKE-234","CI","duck",0,"multimodaldelta_alpha=1.0_rise=0.5_fall=1.0","animals","50","blended","0.3","multimodaldelta","alpha=1.0","rise=0.5","fall=1.0","multimodaldelta_alpha=1.0_rise=0.5_fall=1.0",6,"Within Cluster Transition",NA,25,27,0.760183527619644,1e-04,4.21
"348","SKE-234","CI","sheep",0,"multimodaldelta_alpha=1.0_rise=0.5_fall=1.0","animals","50","blended","0.3","multimodaldelta","alpha=1.0","rise=0.5","fall=1.0","multimodaldelta_alpha=1.0_rise=0.5_fall=1.0",6,"Within Cluster Transition",NA,26,27,0.650644163988411,1e-04,4.19
"349","CCH-726","NH","hippopotamus",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",1,"Within Cluster Transition",NA,1,22,0.705618289192395,1e-04,2.56
"350","CCH-726","NH","elephant",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",1,"Within Cluster Transition",NA,2,22,0.706854707008016,1e-04,4.08
"351","CCH-726","NH","donkey",1,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",2,"Switch Trial",1,3,22,0.628123890381417,1e-04,3.62
"352","CCH-726","NH","horse",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",2,"Within Cluster Transition",NA,4,22,0.690886370603759,1e-04,4.76
"353","CCH-726","NH","dog",1,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",3,"Switch Trial",2,5,22,0.656704141516478,1e-04,5.1
"354","CCH-726","NH","cat",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",3,"Within Cluster Transition",NA,6,22,0.87040340516925,1e-04,4.78
"355","CCH-726","NH","spider",1,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",4,"Switch Trial",3,7,22,0.518252780203223,0.1111,4.25
"356","CCH-726","NH","fish",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",4,"Within Cluster Transition",NA,8,22,0.580033097961135,1e-04,4.9
"357","CCH-726","NH","possum",1,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",5,"Switch Trial",4,9,22,0.387641603445915,1e-04,2.94
"358","CCH-726","NH","deer",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",5,"Within Cluster Transition",NA,10,22,0.561338079564598,1e-04,4.12
"359","CCH-726","NH","frog",1,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",6,"Switch Trial",5,11,22,0.513908279920938,1e-04,3.89
"360","CCH-726","NH","snake",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",6,"Within Cluster Transition",NA,12,22,0.708521922041475,1e-04,4.23
"361","CCH-726","NH","parrot",1,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",7,"Switch Trial",6,13,22,0.616727734619813,0.1429,3.49
"362","CCH-726","NH","zebra",1,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",8,"Switch Trial",7,14,22,0.520195754629493,1e-04,3.4
"363","CCH-726","NH","stork",1,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",9,"Switch Trial",8,15,22,0.415205850681671,1e-04,2.88
"364","CCH-726","NH","duck",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",9,"Within Cluster Transition",NA,16,22,0.742907449561281,1e-04,4.21
"365","CCH-726","NH","turtle",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",9,"Within Cluster Transition",NA,17,22,0.793909063654389,1e-04,3.91
"366","CCH-726","NH","leopard",1,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",10,"Switch Trial",9,18,22,0.438237360147515,0.4,3.59
"367","CCH-726","NH","jaguar",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",10,"Within Cluster Transition",NA,19,22,0.649074687206774,1e-04,3.51
"368","CCH-726","NH","panther",1,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",11,"Switch Trial",10,20,22,0.639569029748661,0.1667,3.65
"369","CCH-726","NH","lion",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.0","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.0","multimodaldelta_alpha=1.0_rise=0.0_fall=0.0",11,"Within Cluster Transition",NA,21,22,0.790960279591708,1e-04,4.25
"370","SOE-320","CI","goat",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.5","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.5","multimodaldelta_alpha=1.0_rise=0.0_fall=0.5",1,"Within Cluster Transition",NA,1,13,0.699433016529804,1e-04,4.02
"371","SOE-320","CI","rhinoceros",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.5","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.5","multimodaldelta_alpha=1.0_rise=0.0_fall=0.5",1,"Within Cluster Transition",NA,2,13,0.693003064047444,1e-04,2.85
"372","SOE-320","CI","cow",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.5","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.5","multimodaldelta_alpha=1.0_rise=0.0_fall=0.5",1,"Within Cluster Transition",NA,3,13,0.611489898354371,1e-04,4.14
"373","SOE-320","CI","horse",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.5","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.5","multimodaldelta_alpha=1.0_rise=0.0_fall=0.5",1,"Within Cluster Transition",NA,4,13,0.720214808932631,1e-04,4.76
"374","SOE-320","CI","cat",1,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.5","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.5","multimodaldelta_alpha=1.0_rise=0.0_fall=0.5",2,"Switch Trial",1,5,13,0.43589611073933,1e-04,4.78
"375","SOE-320","CI","dog",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.5","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.5","multimodaldelta_alpha=1.0_rise=0.0_fall=0.5",2,"Within Cluster Transition",NA,6,13,0.87040340516925,1e-04,5.1
"376","SOE-320","CI","elephant",1,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.5","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.5","multimodaldelta_alpha=1.0_rise=0.0_fall=0.5",3,"Switch Trial",2,7,13,0.720544526785258,0.1429,4.08
"377","SOE-320","CI","zebra",1,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.5","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.5","multimodaldelta_alpha=1.0_rise=0.0_fall=0.5",4,"Switch Trial",3,8,13,0.625395519941524,0.1429,3.4
"378","SOE-320","CI","lion",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.5","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.5","multimodaldelta_alpha=1.0_rise=0.0_fall=0.5",4,"Within Cluster Transition",NA,9,13,0.631130019550586,1e-04,4.25
"379","SOE-320","CI","bird",0,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.5","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.5","multimodaldelta_alpha=1.0_rise=0.0_fall=0.5",4,"Within Cluster Transition",NA,10,13,0.616010799355223,1e-04,4.63
"380","SOE-320","CI","bear",1,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.5","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.5","multimodaldelta_alpha=1.0_rise=0.0_fall=0.5",5,"Switch Trial",4,11,13,0.393088927174431,0.2,4.71
"381","SOE-320","CI","polar",1,"multimodaldelta_alpha=1.0_rise=0.0_fall=0.5","animals","50","blended","0.4","multimodaldelta","alpha=1.0","rise=0.0","fall=0.5","multimodaldelta_alpha=1.0_rise=0.0_fall=0.5",6,"Switch Trial",5,12,13,0.217066770725639,0.2,3.96
"382","SPV-450","CI","cat",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",1,"Within Cluster Transition",NA,1,19,0.87040340516925,1e-04,4.78
"383","SPV-450","CI","bird",1,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",2,"Switch Trial",1,2,19,0.699583650124044,1e-04,4.63
"384","SPV-450","CI","pig",1,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",3,"Switch Trial",2,3,19,0.551276161164202,1e-04,4.14
"385","SPV-450","CI","elephant",1,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",4,"Switch Trial",3,4,19,0.561681186156472,1e-04,4.08
"386","SPV-450","CI","zebra",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",4,"Within Cluster Transition",NA,5,19,0.625395519941524,0.1429,3.4
"387","SPV-450","CI","alligator",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",4,"Within Cluster Transition",NA,6,19,0.644266305316327,1e-04,3.32
"388","SPV-450","CI","snake",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",4,"Within Cluster Transition",NA,7,19,0.696557338044755,1e-04,4.23
"389","SPV-450","CI","frog",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",4,"Within Cluster Transition",NA,8,19,0.708521922041475,1e-04,3.89
"390","SPV-450","CI","fish",1,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",5,"Switch Trial",4,9,19,0.543397543718038,1e-04,4.9
"391","SPV-450","CI","woodchuck",1,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",6,"Switch Trial",5,10,19,0.425252635816253,1e-04,2.3
"392","SPV-450","CI","boar",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",6,"Within Cluster Transition",NA,11,19,0.632200921311751,1e-04,3.3
"393","SPV-450","CI","lion",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",6,"Within Cluster Transition",NA,12,19,0.779244205987967,1e-04,4.25
"394","SPV-450","CI","tiger",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",6,"Within Cluster Transition",NA,13,19,0.816319710135319,0.25,4.3
"395","SPV-450","CI","wolf",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",6,"Within Cluster Transition",NA,14,19,0.771338136123341,1e-04,4.35
"396","SPV-450","CI","coyote",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",6,"Within Cluster Transition",NA,15,19,0.755791593461019,1e-04,3.36
"397","SPV-450","CI","chicken",1,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",7,"Switch Trial",6,16,19,0.427191124455074,1e-04,4.63
"398","SPV-450","CI","rooster",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",7,"Within Cluster Transition",NA,17,19,0.566444640667494,1e-04,3.31
"399","SPV-450","CI","bunny",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.9","rise=0.5","fall=1.0","multimodaldelta_alpha=0.9_rise=0.5_fall=1.0",7,"Within Cluster Transition",NA,18,19,0.736197084937128,1e-04,3.88
"400","SRF-483","CI","bear",1,"multimodaldelta_alpha=0.4_rise=0.8_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.4","rise=0.8","fall=1.0","multimodaldelta_alpha=0.4_rise=0.8_fall=1.0",2,"Switch Trial",1,1,16,0.487353930874941,0.0833,4.71
"401","SRF-483","CI","lion",1,"multimodaldelta_alpha=0.4_rise=0.8_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.4","rise=0.8","fall=1.0","multimodaldelta_alpha=0.4_rise=0.8_fall=1.0",3,"Switch Trial",2,2,16,0.487353930874941,0.0833,4.25
"402","SRF-483","CI","cat",0,"multimodaldelta_alpha=0.4_rise=0.8_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.4","rise=0.8","fall=1.0","multimodaldelta_alpha=0.4_rise=0.8_fall=1.0",3,"Within Cluster Transition",NA,3,16,0.666936932009345,0.25,4.78
"403","SRF-483","CI","dog",0,"multimodaldelta_alpha=0.4_rise=0.8_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.4","rise=0.8","fall=1.0","multimodaldelta_alpha=0.4_rise=0.8_fall=1.0",3,"Within Cluster Transition",NA,4,16,0.87040340516925,1e-04,5.1
"404","SRF-483","CI","lizard",0,"multimodaldelta_alpha=0.4_rise=0.8_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.4","rise=0.8","fall=1.0","multimodaldelta_alpha=0.4_rise=0.8_fall=1.0",3,"Within Cluster Transition",NA,5,16,0.673551413435477,1e-04,3.63
"405","SRF-483","CI","bird",0,"multimodaldelta_alpha=0.4_rise=0.8_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.4","rise=0.8","fall=1.0","multimodaldelta_alpha=0.4_rise=0.8_fall=1.0",3,"Within Cluster Transition",NA,6,16,0.641529376211529,1e-04,4.63
"406","SRF-483","CI","falcon",0,"multimodaldelta_alpha=0.4_rise=0.8_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.4","rise=0.8","fall=1.0","multimodaldelta_alpha=0.4_rise=0.8_fall=1.0",3,"Within Cluster Transition",NA,7,16,0.627870614945398,1e-04,3.74
"407","SRF-483","CI","pelican",0,"multimodaldelta_alpha=0.4_rise=0.8_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.4","rise=0.8","fall=1.0","multimodaldelta_alpha=0.4_rise=0.8_fall=1.0",3,"Within Cluster Transition",NA,8,16,0.585727410417277,0.5714,3.07
"408","SRF-483","CI","boar",1,"multimodaldelta_alpha=0.4_rise=0.8_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.4","rise=0.8","fall=1.0","multimodaldelta_alpha=0.4_rise=0.8_fall=1.0",4,"Switch Trial",3,9,16,0.46473675498434,1e-04,3.3
"409","SRF-483","CI","pig",0,"multimodaldelta_alpha=0.4_rise=0.8_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.4","rise=0.8","fall=1.0","multimodaldelta_alpha=0.4_rise=0.8_fall=1.0",4,"Within Cluster Transition",NA,10,16,0.626876070321487,0.1429,4.14
"410","SRF-483","CI","horse",1,"multimodaldelta_alpha=0.4_rise=0.8_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.4","rise=0.8","fall=1.0","multimodaldelta_alpha=0.4_rise=0.8_fall=1.0",5,"Switch Trial",4,11,16,0.582259333547658,1e-04,4.76
"411","SRF-483","CI","chicken",1,"multimodaldelta_alpha=0.4_rise=0.8_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.4","rise=0.8","fall=1.0","multimodaldelta_alpha=0.4_rise=0.8_fall=1.0",6,"Switch Trial",5,12,16,0.365087807117163,1e-04,4.63
"412","SRF-483","CI","hog",1,"multimodaldelta_alpha=0.4_rise=0.8_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.4","rise=0.8","fall=1.0","multimodaldelta_alpha=0.4_rise=0.8_fall=1.0",7,"Switch Trial",6,13,16,0.559160130497526,1e-04,3.57
"413","SRF-483","CI","lion",1,"multimodaldelta_alpha=0.4_rise=0.8_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.4","rise=0.8","fall=1.0","multimodaldelta_alpha=0.4_rise=0.8_fall=1.0",8,"Switch Trial",7,14,16,0.553062141184386,1e-04,4.25
"414","SRF-483","CI","duck",1,"multimodaldelta_alpha=0.4_rise=0.8_fall=1.0","animals","50","blended","0.4","multimodaldelta","alpha=0.4","rise=0.8","fall=1.0","multimodaldelta_alpha=0.4_rise=0.8_fall=1.0",9,"Switch Trial",8,15,16,0.560940443821299,0.0833,4.21
"415","CAQ-672","NH","jellyfish",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",1,"Within Cluster Transition",NA,1,22,0.630709902208876,1e-04,3.25
"416","CAQ-672","NH","ostrich",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",1,"Within Cluster Transition",NA,2,22,0.621697175502817,0.1429,3.05
"417","CAQ-672","NH","peacock",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",1,"Within Cluster Transition",NA,3,22,0.643486044401345,1e-04,3.44
"418","CAQ-672","NH","bear",1,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",2,"Switch Trial",1,4,22,0.296803305471586,1e-04,4.71
"419","CAQ-672","NH","tiger",1,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",3,"Switch Trial",2,5,22,0.359362977930441,1e-04,4.3
"420","CAQ-672","NH","lion",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",3,"Within Cluster Transition",NA,6,22,0.802910198014319,0.25,4.25
"421","CAQ-672","NH","gorilla",1,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",4,"Switch Trial",3,7,22,0.454016127543214,1e-04,3.62
"422","CAQ-672","NH","monkey",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",4,"Within Cluster Transition",NA,8,22,0.525265682041942,1e-04,4.07
"423","CAQ-672","NH","dog",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",4,"Within Cluster Transition",NA,9,22,0.713657041904339,1e-04,5.1
"424","CAQ-672","NH","cat",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",4,"Within Cluster Transition",NA,10,22,0.868063485189961,1e-04,4.78
"425","CAQ-672","NH","hyena",1,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",5,"Switch Trial",4,11,22,0.555251454955702,1e-04,2.8
"426","CAQ-672","NH","snake",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",5,"Within Cluster Transition",NA,12,22,0.647679126332738,1e-04,4.23
"427","CAQ-672","NH","fish",1,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",6,"Switch Trial",5,13,22,0.594989771321756,1e-04,4.9
"428","CAQ-672","NH","bird",1,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",7,"Switch Trial",6,14,22,0.578043791713215,1e-04,4.63
"429","CAQ-672","NH","rabbit",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",7,"Within Cluster Transition",NA,15,22,0.661003897719095,0.2,4.05
"430","CAQ-672","NH","dolphin",1,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",8,"Switch Trial",7,16,22,0.442586298754174,0.1667,3.67
"431","CAQ-672","NH","squirrel",0,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",8,"Within Cluster Transition",NA,17,22,0.550538353939896,0.1667,3.69
"432","CAQ-672","NH","guinea",1,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",9,"Switch Trial",8,18,22,0.551104126701949,1e-04,4.06
"433","CAQ-672","NH","mouse",1,"multimodaldelta_alpha=0.9_rise=0.5_fall=0.0","animals","50","blended","0.5","multimodaldelta","alpha=0.9","rise=0.5","fall=0.0","multimodaldelta_alpha=0.9_rise=0.5_fall=0.0",10,"Switch Trial",9,19,22,0.474597659855731,1e-04,4.31
