Word,Found,Original Found,Close Matches
sable,True,True,"sable, stable, sale"
salamander,True,True,"salamander, slander, islander"
salmon,True,True,"salmon, salmons, salon"
saltwater fish,True,False,starfish
sandhill crane,False,False,No close match found
sardine,True,True,"sardine, sardines, sadie"
sardines,True,True,"sardines, sardine, tardiness"
sawfish,True,False,"swish, starfish, crawfish"
schnauzer,True,False,"schopenhauer, chaucer, schubert"
scorpion,True,True,"scorpion, scorpions, scoring"
scorpions,True,True,"scorpions, scorpion, scorns"
sea lion,True,False,"sealing, salon, stealing"
seabird,True,False,"seaboard, seward, seared"
seal,True,True,"seal, steal, seals"
seatrout,True,False,"trout, strut, stout"
serpent,True,True,"serpent, serpents, serpent's"
shad,True,True,"shad, shand, shady"
shark,True,True,"shark, sharks, shar"
sharks,True,True,"sharks, shark's, shark"
sheep,True,True,"sheep, shee, seep"
shellfish,True,True,"shellfish, selfish, hellish"
sheltie,True,False,"shelter, shelters, helter"
shepherd,True,True,"shepherd, shepherds, shepherd's"
shih tzu,False,False,No close match found
shitzu,True,False,"shirt, shift, tzu"
short eared owls,False,False,No close match found
shrew,True,True,"shrew, shrewd, shew"
shrimp,True,True,"shrimp, shrimps, ship"
siamese,True,True,"siamese, soames, shames"
siamese cat,True,False,siamese
siberian,True,True,"siberian, siberia, iberian"
siberian husky,True,False,"siberian, iberians, siberia"
siberian tiger,True,False,"siberian, siberia, liberating"
siberian tigers,True,False,"siberian, iberians, strangers"
silkworm,True,True,"silkworm, silkworms, sailor"
silverback,True,False,"silver, silverfax, silvery"
simmental cattle,False,False,No close match found
skate,True,True,"skate, skates, sate"
skink,True,False,"skin, sink, kink"
skunk,True,True,"skunk, skunks, sunk"
skylark,True,True,"skylark, skylarks, lark"
sloth,True,True,"sloth, loth, south"
slug,True,True,"slug, slung, slugs"
smallmouth bass,False,False,No close match found
smelt,True,True,"smelt, smet, melt"
snail,True,True,"snail, snails, sail"
snake,True,True,"snake, snakes, sake"
snakes,True,True,"snakes, snake's, snake"
snapper,True,True,"snapper, snapped, scrapper"
snipe,True,True,"snipe, snip, snipped"
snow leopards,True,False,"leopards, leopard, leonards"
snowy owl,True,False,snowy
songbirds,True,False,"songs, birds, swords"
sow,True,True,"sow, stow, sows"
spaniel,True,True,"spaniel, spaniels, panie"
sparrow,True,True,"sparrow, sparrows, arrow"
sperm whale,True,False,perishable
spider,True,True,"spider, spiders, stupider"
spider crab,True,False,"spider, sierra, spiders"
spider crabs,True,False,"spiders, sierras, spider's"
spider mite,True,False,"spirited, sprite, spirit"
spiders,True,True,"spiders, spider's, spider"
sponge,True,True,"sponge, sponges, spongy"
spotted hyena,True,False,spotted
sprat,True,True,"sprat, spat, spurt"
spurred tortoise,True,False,tortoise
squab,True,True,"squab, squaw, squat"
squid,True,False,"quid, squalid, squad"
squid cuttlefish,True,False,cuttlefish
squid tentacles,True,False,"tentacles, tentacle, sequences"
squids,True,False,"suds, quid, squires"
squirrel,True,True,"squirrel, squirrels, squire"
staffie,True,False,"staff, safie, staffs"
stag,True,True,"stag, stags, stage"
stallion,True,True,"stallion, stallions, stallings"
stallions,True,True,"stallions, stallion, stallings"
starfish,True,True,"starfish, tarnish, stars"
starling,True,True,"starling, startling, tarling"
steed,True,True,"steed, stewed, steeds"
steelheads,True,False,"steeples, steele, steeds"
steer,True,True,"steer, steers, seer"
sting ray,True,False,"stingy, stringy, stray"
stingray,True,False,"stingy, stringy, stray"
stingrays,True,False,"strays, stingy, stings"
stink bug,True,False,"stink, sting, stinking"
stink bugs,True,False,"stings, strings, stinking"
stinkbugs,True,False,"stings, strings, stink"
stork,True,True,"stork, storks, stork's"
stray cat,True,False,"tract, stray, subtract"
striped bass,True,False,"stripes, striped, stripped"
sturgeon,True,True,"sturgeon, surgeon, surgeons"
sulcata tortoise,True,False,tortoise
sumatran tiger,True,False,"stranger, strangers, surcantine"
sunfish,True,True,"sunfish, punish, unselfish"
swallow,True,True,"swallow, swallows, wallow"
swan,True,True,"swan, swans, swain"
swift,True,True,"swift, sift, swiftly"
swine,True,True,"swine, wine, sine"
tabby,True,True,"tabby, tubby, tibby"
tabby cat,True,False,tabby
tadpole,True,True,"tadpole, tadpoles, staple"
takin,True,True,"takin, talkin, taking"
tanager,True,True,"tanager, manager, anger"
tang,True,True,"tang, twang, tangs"
tapir,True,False,"taper, stair, tar"
tarantula,True,False,"gargantua, tarrant, triangular"
tentacle,True,True,"tentacle, tentacles, treacle"
tentacled monster,True,False,tentacles
tern,True,True,"tern, terns, stern"
terrier,True,True,"terrier, terriers, merrier"
thoroughbred,True,True,"thoroughbred, thoroughfare, thoroughfares"
thoroughbred horse,True,False,"thoroughbred, thoroughfares, thoroughness"
thoroughbred horses,True,False,"thoroughbred, thoroughfares"
thoroughbred racehorse,True,False,thoroughbred
thoroughbreds,True,False,"thoroughbred, thoroughfares, thoroughness"
thresher shark,False,False,No close match found
thrips,True,False,"trips, tripes, thoris"
thrush,True,True,"thrush, thrushes, thrust"
tick,True,True,"tick, trick, ticks"
tiger,True,True,"tiger, tigers, tier"
tiger cub,True,False,"tiger, tigers"
tiger shark,True,False,"tigers, tishnar, tiger's"
tiger sharks,True,False,"tigers, tharks, sharks"
tigers,True,True,"tigers, tiger's, tiger"
tigress,True,False,"ingress, digress, tress"
tilapia,True,False,"titania, tarpeia, tapioca"
titmouse,True,True,"titmouse, titus, mouse"
toad,True,True,"toad, toads, tod"
tom cat,True,False,"tomato, topmast, tomatoes"
tortoise,True,True,"tortoise, treatise, tortuous"
tortoiseshell cat,False,False,No close match found
tortuga,True,True,"tortuga, portugal, torturing"
triceratops,True,False,"treats, tickets, tickers"
triggerfish,True,True,"triggerfish, trigger, tigris"
trotter,True,True,"trotter, trotters, totter"
trout,True,True,"trout, trouts, trot"
trumpeter,True,True,"trumpeter, trumpeters, trumpeted"
trumpeter swan,True,False,"trumpeters, trumpeter, trumpets"
tuna,True,False,"una, tun, tundra"
tundra swan,True,False,"undrawn, tundra, understand"
tunny,True,True,"tunny, sunny, funny"
turbot,True,True,"turbot, trot, turon"
turkey,True,True,"turkey, turnkey, turkeys"
turkey buzzard,True,False,buzzard
turkey vulture,True,False,vulture
turtle,True,True,"turtle, turtles, turtle's"
turtles,True,True,"turtles, turtle's, turtle"
tusker,True,False,"tusher, tucker, user"
tuskers,True,False,"tusks, trousers, ushers"
unicorn,True,True,"unicorn, union, unison"
urchin,True,True,"urchin, urchins, murchison"
varanus bitatawa,False,False,No close match found
veal,True,True,"veal, venal, vel"
venomous lizards,True,False,venomous
vermin,True,True,"vermin, ermine, vermilion"
viper,True,True,"viper, wiper, viner"
vulture,True,True,"vulture, vultures, culture"
walleye,True,False,"alleyne, wally, alley"
walrus,True,True,"walrus, wars, whalers"
warbler,True,True,"warbler, warble, arler"
wasp,True,True,"wasp, wasps, was"
wasps,True,True,"wasps, wasp, wraps"
waterfowl,True,True,"waterfowl, waterford, waterfall"
weasel,True,True,"weasel, weasels, easel"
weevil,True,False,"weel, evil, wheel"
weevils,True,False,"evils, wheels, devils"
western lowland gorilla,False,False,No close match found
western lowland gorillas,False,False,No close match found
whale,True,True,"whale, whales, whaler"
whale shark,True,False,"whales, whaler, whalers"
whales,True,True,"whales, whalers, whalens"
whelp,True,True,"whelp, whelps, help"
whiff,True,True,"whiff, whiffs, wuff"
whitefish,True,True,"whitefish, whitish, whites"
whiteflies,True,False,"whitefish, whitefield, whistles"
whitefly,True,False,"whitey, whitney, whitley"
whiting,True,True,"whiting, whistling, writing"
wildcat,True,True,"wildcat, wilt, wild"
wily fox,True,False,"wilcox, wily"
winkle,True,True,"winkle, wrinkle, twinkle"
wolf,True,True,"wolf, wolfe, wolf's"
wolf eel,True,False,"wolfe, wolfkettle, wolfe's"
wolf spider,True,False,"spider, spiders"
wolfhound,True,True,"wolfhound, wound, hound"
wolverine,True,True,"wolverine, wolverstone, woven"
wolves,True,True,"wolves, olives, wove"
woman,True,True,"woman, oman, workman"
woodchuck,True,True,"woodchuck, woodcock, chuck"
woodcock,True,True,"woodcock, woodchuck, woodwork"
woodpecker,True,True,"woodpecker, woodpeckers, woodcutter"
woolly adelgid,False,False,No close match found
worm,True,True,"worm, worms, wor"
wren,True,True,"wren, wrent, wen"
yak,True,True,"yak, yank, ya"
yellow labrador retriever,False,False,No close match found
yellow perch,True,False,"yellower, yellowish, yellow"
yellowlegs,True,True,"yellowlegs, yellows, yellower"
yorkshire terrier,True,False,yorkshire
zebra,True,True,"zebra, zeb, era"
