Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,Phonological_Similarity_mean,Phonological_Similarity_std,#_of_Items
SNT-310,0.3068951231111111,0.1267010425512446,6.8306078249999995,0.5098286967632583,0.16333999999999999,0.037547010533463245,10
SNV-312,0.3013699593333333,0.15675774360235661,6.6640742976,1.0051546537492346,0.15083333333333335,0.01374093640671309,10
SNY-315,0.35421045019999997,0.13284211638911872,6.776688184,0.518236457892587,0.23056666666666667,0.14820750093478177,11
SOE-320,0.3297985508,0.1763691178625663,6.873968989999999,0.5606334526850346,0.3333,,6
SOQ-329,0.3566600379090909,0.12571781011038227,6.5895491027499995,0.6229762809633612,0.1667,0.0,12
SOX-335,0.36874297571428577,0.115162185167122,6.880882456375,0.8389214192462516,0.17779999999999999,0.019225763964014556,8
SPA-338,0.31986789457142856,0.1209756608008973,6.658340790625,0.9135577494130706,0.169075,0.023471738325058077,8
SPC-340,0.3673642111818182,0.15455121775313688,6.2965825141666665,0.5229409465532159,0.1698666666666667,0.028681410936934975,12
SPH-344,0.3562733864,0.18190324598867905,7.082557345833333,0.4759990124405918,0.1667,,6
SPL-436,0.2607834388333333,0.059171968633151335,6.444627738857143,0.7331103703035176,0.1548,0.016829141392239823,7
SPV-450,0.3698967086666667,0.1544639648819959,6.6103493597,0.7196770748073773,0.18335,0.02354665581351204,10
SPX-452,0.3497136415555555,0.17386860769770993,6.6840219649999995,0.894592593238842,0.1667,0.0,10
SRF-483,0.3398018312727273,0.14231673677740334,6.486007636833333,0.8952332968909261,0.30000000000000004,0.14142135623730953,12
SRR-498,0.3084248225,0.12172410273246335,6.365138212384616,0.8064757994310047,0.2833333333333334,0.10408329997330663,13
SSG-520,0.4091077835,0.11792860414356578,6.5981996525555555,0.966884583367314,0.25,,9
SSZ-539,0.3721016386666667,0.10192879246008586,6.487444589500001,0.560637614442964,0.25,0.11780398974567884,10
SUG-544,0.3596752735,0.1342576374571642,6.423140110909091,0.725684718282139,0.19585,0.0393653400849021,11
SUT-556,0.3507518182857143,0.1457065241982024,6.18059967375,0.8649485766072252,0.3333,,8
SUV-558,0.23005454616666665,0.049895767203132206,6.5311700020000005,0.702674837313322,0.2,,7
SVA-563,0.3699549532,0.17231569874584027,6.702693984833334,0.753827870537002,,,6
SVH-570,0.3442851848333333,0.18714015268303558,6.624798330142857,0.7573103475332998,0.4,,7
SVY-587,0.38463340625,0.14865884861289005,6.294665458444444,1.0948249179921998,0.19645,0.07573113626507923,9
SZA-781,0.38578429375,0.14745287356481374,6.253715845555556,0.7860484495039771,0.2,,9
