"SID","Model","Beta_Frequency","Beta_Semantic","Beta_Phonological","Negative_Log_Likelihood_Optimized"
"883631457","forage_static",4.18905721628995,4.16532397722933,NA,154.326787922204
"883631457","forage_dynamic_simdrop",4.12040561336044,6.03318534871497,NA,149.565107876218
"883631457","forage_dynamic_multimodal_alpha=0.0",4.21770902854171,4.11840128453576,NA,155.508684591879
"883631457","forage_dynamic_multimodal_alpha=0.1",4.24685772491144,4.99888754970915,NA,155.099216350865
"883631457","forage_dynamic_multimodal_alpha=0.2",4.24686063041089,4.99889180082656,NA,155.09921635088
"883631457","forage_dynamic_multimodal_alpha=0.3",4.24686619886901,4.99888998819906,NA,155.099216350901
"883631457","forage_dynamic_multimodal_alpha=0.4",4.03083684414372,5.92726731797746,NA,150.511374633635
"883631457","forage_dynamic_multimodal_alpha=0.5",4.0308329417846,5.92727191646074,NA,150.51137463364
"883631457","forage_dynamic_multimodal_alpha=0.6",4.07676197839781,5.88939258838323,NA,150.171622083047
"883631457","forage_dynamic_multimodal_alpha=0.7",4.07676558985137,5.88939490645383,NA,150.171622083045
"883631457","forage_dynamic_multimodal_alpha=0.8",4.07676245680157,5.88940124764935,NA,150.171622083056
"883631457","forage_dynamic_multimodal_alpha=0.9",4.12040011098351,6.03318220100708,NA,149.565107876223
"883631457","forage_dynamic_multimodal_alpha=1.0",4.12040975386629,6.03319209797532,NA,149.565107876263
"883631457","forage_dynamic_norms_associative",4.21759036441843,5.47780612433918,NA,158.008618647307
"883631457","forage_dynamic_norms_categorical",4.21759189576748,5.47780174544892,NA,158.008618647297
"883631457","forage_dynamic_delta_rise=0.0_fall=0.0",3.95917530964721,6.7566093349039,NA,150.930356624131
"883631457","forage_dynamic_delta_rise=0.0_fall=0.2",3.95917255348065,6.75662031267135,NA,150.930356624091
"883631457","forage_dynamic_delta_rise=0.0_fall=0.5",3.81314046537897,6.73728134536967,NA,147.64064942879
"883631457","forage_dynamic_delta_rise=0.0_fall=0.8",3.81314174100609,6.73727789739302,NA,147.640649428802
"883631457","forage_dynamic_delta_rise=0.0_fall=1.0",3.85452033197251,6.55260646730052,NA,147.761477547785
"883631457","forage_dynamic_delta_rise=0.2_fall=0.0",3.94791328179809,6.54062256895906,NA,152.464752725457
"883631457","forage_dynamic_delta_rise=0.2_fall=0.2",3.94790701722232,6.54062093988302,NA,152.464752725455
"883631457","forage_dynamic_delta_rise=0.2_fall=0.5",3.81313852094848,6.73727630132431,NA,147.640649428805
"883631457","forage_dynamic_delta_rise=0.2_fall=0.8",3.81313690823488,6.73727239700803,NA,147.640649428834
